episode,reward,steps,success,success_ma25,cumulative_solution_length,planner_used,planner_plan_found,planner_fallback_to_rl,planner_solved,planner_backend,planner_error,rl_loss,rl_batch_seconds,episode_duration_seconds
15,0.0,253,0,0.1875,17,0,1,1,0,metric_ff,,-0.07910425215959549,17.9689279999875,34.55187779999687
16,0.0,257,0,0.17647058823529413,17,0,1,1,0,metric_ff,,-0.06850888580083847,16.43917820000206,33.477327100001276
17,1.0,6,1,0.2222222222222222,23,1,1,0,1,metric_ff,,-0.041355736553668976,14.71138890000293,15.126946100004716
18,0.0,253,0,0.21052631578947367,23,0,1,1,0,metric_ff,,-0.06360390037298203,15.197049900016282,30.282782300026156
19,0.0,251,0,0.2,23,0,1,1,0,metric_ff,,-0.07373356074094772,15.241625399998156,32.31906340000569
20,0.0,255,0,0.19047619047619047,23,0,1,1,0,metric_ff,,-0.06571008265018463,15.642062600003555,30.66255349997664
21,0.0,260,0,0.18181818181818182,23,0,1,1,0,metric_ff,,-0.07678094506263733,15.473597499978496,32.17959320000955
22,0.0,258,0,0.17391304347826086,23,0,1,1,0,metric_ff,,-0.08985438197851181,16.041210099996533,32.53405300001032
23,0.0,259,0,0.16666666666666666,23,0,1,1,0,metric_ff,,-0.06377913802862167,17.894312199990964,34.81231039998238
24,0.0,257,0,0.16,23,0,1,1,0,metric_ff,,-0.06729394942522049,16.441463499999372,32.57020970000303
25,0.0,250,0,0.16,23,0,1,1,0,metric_ff,,-0.06039738655090332,15.777000100002624,31.774280799989356
26,0.0,251,0,0.16,23,0,1,1,0,metric_ff,,-0.03366532549262047,16.418828800000483,32.46830779997981
27,0.0,254,0,0.16,23,0,0,0,0,none,RuntimeError: Metric-FF (WSL) timed out after 60s.,-0.07509740442037582,16.330555900000036,33.57413960000849
28,0.0,262,0,0.16,23,0,1,1,0,metric_ff,,-0.05254111438989639,14.69381009999779,29.6443578999897
29,0.0,254,0,0.12,23,0,1,1,0,metric_ff,,-0.02647518180310726,10.714826100011123,25.738982799986843
30,0.0,254,0,0.12,23,0,1,1,0,metric_ff,,-0.03151492029428482,10.488204799999949,26.50905709998915
31,1.0,47,1,0.16,70,0,1,1,0,metric_ff,,-0.012271958403289318,10.413061400002334,13.606764500000281
32,0.0,257,0,0.16,70,0,0,0,0,none,RuntimeError: Metric-FF (WSL) timed out after 60s.,-0.024928677827119827,8.571159900020575,23.024790700001176
33,1.0,5,1,0.2,75,1,1,0,1,metric_ff,,-0.0021629498805850744,6.242624899983639,6.600378400005866
34,0.0,256,0,0.16,75,0,1,1,0,metric_ff,,-0.010662741959095001,5.615429400000721,20.495247099985136
35,0.0,253,0,0.16,75,0,1,1,0,metric_ff,,-0.022957012057304382,8.732857199996943,23.46991149999667
36,1.0,238,1,0.2,313,0,1,1,0,metric_ff,,-0.014172364957630634,8.6464258999913,22.916562099999283
37,0.0,256,0,0.2,313,0,1,1,0,metric_ff,,-0.006088314112275839,6.900615199992899,24.301849299983587
38,0.0,259,0,0.2,313,0,1,1,0,metric_ff,,-0.0024522189050912857,6.621782799978973,23.97402460000012
39,0.0,256,0,0.16,313,0,1,1,0,metric_ff,,-0.009516254998743534,6.014927199983504,22.328479699994205
40,0.0,254,0,0.16,313,0,1,1,0,metric_ff,,-0.013094490393996239,5.002000599983148,22.364851099991938
41,0.0,257,0,0.16,313,0,1,1,0,metric_ff,,-0.008431755006313324,5.71142300000065,20.438964100001613
42,1.0,52,1,0.16,365,0,1,1,0,metric_ff,,-0.0028850992675870657,6.115768799994839,9.797121599985985
43,1.0,124,1,0.2,489,0,1,1,0,metric_ff,,-0.011921466328203678,5.140847200003918,13.342478799982928
44,1.0,141,1,0.24,630,0,1,1,0,metric_ff,,-0.012834600172936916,5.546776399976807,13.709739800018724
45,0.0,253,0,0.24,630,0,1,1,0,metric_ff,,-0.004712478257715702,6.017125700018369,22.260022200003732
46,1.0,5,1,0.28,635,1,1,0,1,metric_ff,,-0.004832866135984659,5.2500249999866355,5.880529199988814
47,1.0,158,1,0.32,793,0,1,1,0,metric_ff,,-0.009710072539746761,5.730766900000162,15.127910099981818
48,0.0,255,0,0.32,793,0,0,0,0,none,RuntimeError: Metric-FF (WSL) timed out after 60s.,-0.004497671965509653,5.534257100021932,22.574837199994363
49,0.0,256,0,0.32,793,0,1,1,0,metric_ff,,-0.008804184384644032,5.095064299996011,21.565219499985687
50,0.0,253,0,0.32,793,0,1,1,0,metric_ff,,-0.008580104447901249,4.870331099984469,21.839534300001105
51,0.0,255,0,0.32,793,0,1,1,0,metric_ff,,2.038659295067191e-05,4.621871599985752,18.61709090002114
52,1.0,109,1,0.36,902,0,1,1,0,metric_ff,,-0.0028812556993216276,3.3842796999961138,11.207079100015108
53,0.0,251,0,0.36,902,0,1,1,0,metric_ff,,-0.0024035321548581123,3.8618543000193313,21.086643599992385
54,0.0,253,0,0.36,902,0,1,1,0,metric_ff,,1.8541155441198498e-05,3.57302890002029,19.183306399994763
55,0.0,255,0,0.36,902,0,1,1,0,metric_ff,,-0.00239343149587512,3.756567399977939,20.55792549997568
56,0.0,261,0,0.32,902,0,1,1,0,metric_ff,,-0.004417498130351305,4.1143623999960255,16.470792900014203
57,0.0,254,0,0.32,902,0,1,1,0,metric_ff,,1.2152368071838282e-05,4.0223310999863315,19.44558580001467
58,1.0,5,1,0.32,907,1,1,0,1,metric_ff,,3.0500411867251387e-06,3.3485795999877155,3.7974211999971885
59,0.0,256,0,0.32,907,0,0,0,0,none,RuntimeError: Metric-FF (WSL) timed out after 60s.,1.5992418411769904e-05,3.8797818000020925,18.735998899996048
60,0.0,253,0,0.32,907,0,1,1,0,metric_ff,,1.4490446119452827e-05,3.5464343999919947,19.167024800000945
61,0.0,259,0,0.28,907,0,0,0,0,none,RuntimeError: Metric-FF (WSL) timed out after 60s.,1.759079532348551e-05,3.751020600000629,21.509546099987347
62,0.0,254,0,0.28,907,0,1,1,0,metric_ff,,-0.002572601195424795,3.1761843000131194,18.60356610000599
63,0.0,259,0,0.28,907,0,1,1,0,metric_ff,,4.495213943300769e-06,3.616152099973988,20.752771900006337
64,0.0,251,0,0.28,907,0,1,1,0,metric_ff,,-0.001358147244900465,4.12995060000685,18.572706800012384
65,0.0,253,0,0.28,907,0,1,1,0,metric_ff,,1.1939440810238011e-05,3.5264080000051763,20.537132199999178
66,1.0,5,1,0.32,912,1,1,0,1,metric_ff,,6.6992852225666866e-06,3.717575400019996,4.1812504999979865
67,1.0,141,1,0.32,1053,0,1,1,0,metric_ff,,-3.0301529477583244e-05,3.9793883000093047,13.740368300001137
68,0.0,255,0,0.28,1053,0,1,1,0,metric_ff,,-0.0037390522193163633,3.5300729000009596,19.371756000007736
69,1.0,53,1,0.28,1106,0,1,1,0,metric_ff,,-0.0014061654219403863,4.016085000010207,7.675143400003435
70,0.0,252,0,0.28,1106,0,1,1,0,metric_ff,,2.095863237627782e-05,3.7884419999900274,19.73080089999712
71,1.0,130,1,0.28,1236,0,1,1,0,metric_ff,,2.263403803226538e-05,3.972841000009794,13.007473400008166
72,1.0,129,1,0.28,1365,0,1,1,0,metric_ff,,2.712569767027162e-05,3.781291599996621,12.105126199981896
73,0.0,252,0,0.28,1365,0,1,1,0,metric_ff,,1.99407477339264e-05,3.9069902000192087,21.0772888000065
74,0.0,252,0,0.28,1365,0,0,0,0,none,RuntimeError: Metric-FF (WSL) timed out after 60s.,2.1585854483419098e-05,3.6918530000257306,20.130688699980965
75,0.0,253,0,0.28,1365,0,1,1,0,metric_ff,,1.5598216123180464e-05,3.6249643999908585,19.26545000000624
76,0.0,257,0,0.28,1365,0,0,0,0,none,RuntimeError: Metric-FF (WSL) timed out after 60s.,1.3473823855747469e-05,3.877971300011268,20.59479909998481
77,1.0,6,1,0.28,1371,1,1,0,1,metric_ff,,1.083653205569135e-05,3.8618021000002045,4.468575400009286
78,0.0,255,0,0.28,1371,0,1,1,0,metric_ff,,1.0193001799052581e-05,3.4211574000073597,20.634908100008033
79,1.0,6,1,0.32,1377,1,1,0,1,metric_ff,,-0.0009176647290587425,3.4814574000192806,4.109851499990327
80,0.0,253,0,0.32,1377,0,1,1,0,metric_ff,,-0.0028504517395049334,3.7201757000002544,18.856509199977154
81,0.0,258,0,0.32,1377,0,1,1,0,metric_ff,,-0.0012950410600751638,3.627750699990429,18.24521980001009
82,1.0,5,1,0.36,1382,1,1,0,1,metric_ff,,-0.000965396233368665,3.5730004999786615,4.041627700004028
83,1.0,6,1,0.36,1388,1,1,0,1,metric_ff,,6.1583955357491504e-06,3.6984614999964833,4.5298579999944195
84,0.0,255,0,0.36,1388,0,1,1,0,metric_ff,,4.656733835872728e-06,4.344159499974921,19.861310000007506
85,1.0,5,1,0.4,1393,1,1,0,1,metric_ff,,6.989419944147812e-06,3.8194370999990497,4.298091700009536
86,0.0,253,0,0.4,1393,0,1,1,0,metric_ff,,-0.002312961732968688,3.8149111999955494,22.679094999999506
87,0.0,257,0,0.4,1393,0,1,1,0,metric_ff,,1.4941623703634832e-05,4.286313500022516,21.0026878999779
88,0.0,256,0,0.4,1393,0,1,1,0,metric_ff,,1.0801262760651298e-05,4.364931799995247,20.517372200003592
89,1.0,5,1,0.44,1398,1,1,0,1,metric_ff,,-0.008906221017241478,3.4996025000000373,4.041075699991779
90,1.0,71,1,0.48,1469,0,1,1,0,metric_ff,,-0.001887394580990076,4.289810500020394,9.371766199998092
91,0.0,254,0,0.44,1469,0,1,1,0,metric_ff,,-0.0027035577222704887,4.093896800011862,22.580274100007955
92,0.0,252,0,0.4,1469,0,1,1,0,metric_ff,,-0.0028698763344436884,3.971831300004851,20.641600000002654
93,0.0,255,0,0.4,1469,0,1,1,0,metric_ff,,5.274653176456923e-06,3.3627833999926224,19.635166399995796
94,0.0,253,0,0.36,1469,0,1,1,0,metric_ff,,9.194357517117169e-06,4.104592899995623,20.590103699971223
95,0.0,255,0,0.36,1469,0,1,1,0,metric_ff,,-0.002822412643581629,4.741468499996699,22.40042170000379
96,1.0,6,1,0.36,1475,1,1,0,1,metric_ff,,1.1048123269574717e-05,3.454581700003473,4.087877300014952
97,0.0,254,0,0.32,1475,0,1,1,0,metric_ff,,1.1889233064721338e-05,3.5263199000037275,22.385999200021615
98,1.0,6,1,0.36,1481,1,1,0,1,metric_ff,,1.1184578397660516e-05,4.088176299992483,4.819461999984924
99,0.0,255,0,0.36,1481,0,0,0,0,none,RuntimeError: Metric-FF (WSL) timed out after 60s.,1.0376156751590315e-05,3.6754801999777555,22.299646600004053
100,1.0,72,1,0.4,1553,0,1,1,0,metric_ff,,4.181487838650355e-06,3.30403280002065,8.072118800017051
101,0.0,253,0,0.4,1553,0,1,1,0,metric_ff,,1.5218225598800927e-05,3.921907900017686,21.733947100001387
102,1.0,53,1,0.4,1606,0,1,1,0,metric_ff,,9.620886885386426e-06,3.5365958999900613,7.5016895000007935
103,0.0,255,0,0.4,1606,0,0,0,0,none,RuntimeError: Metric-FF (WSL) timed out after 60s.,1.4881724382576067e-05,3.730337299988605,18.09929299997748
104,0.0,255,0,0.36,1606,0,1,1,0,metric_ff,,1.2404898370732553e-05,3.492975100001786,18.087154000008013
105,0.0,256,0,0.36,1606,0,0,0,0,none,RuntimeError: Metric-FF (WSL) timed out after 60s.,1.008950039249612e-05,3.750004000001354,21.917083599983016
106,0.0,254,0,0.36,1606,0,1,1,0,metric_ff,,1.149323088611709e-05,4.304546400002437,20.957276900007855
107,1.0,12,1,0.36,1618,0,1,1,0,metric_ff,,-0.0036203735508024693,3.5247835000045598,4.468432499998016
108,0.0,256,0,0.32,1618,0,1,1,0,metric_ff,,-0.001330244936980307,3.2796731000125874,20.293488499999512
109,0.0,255,0,0.32,1618,0,1,1,0,metric_ff,,9.006498657981865e-06,3.2769502000010107,20.43707389998599
110,0.0,255,0,0.28,1618,0,1,1,0,metric_ff,,6.303509508143179e-06,3.814146899996558,19.195023899985244
111,0.0,258,0,0.28,1618,0,1,1,0,metric_ff,,8.029515811358579e-06,3.085405699996045,17.061525600001914
112,0.0,257,0,0.28,1618,0,1,1,0,metric_ff,,-0.0023403209634125233,3.982049999991432,17.100153099978343
113,0.0,257,0,0.28,1618,0,1,1,0,metric_ff,,7.90072044765111e-06,2.887434600008419,15.812019500008319
114,0.0,254,0,0.24,1618,0,1,1,0,metric_ff,,-0.0026803873479366302,2.7586309000034817,15.122434999997495
115,0.0,256,0,0.2,1618,0,1,1,0,metric_ff,,2.764438249869272e-06,2.650305399991339,15.100842700019712
116,0.0,255,0,0.2,1618,0,1,1,0,metric_ff,,-0.005863354075700045,2.943489600002067,15.320356900017941
117,1.0,217,1,0.24,1835,0,1,1,0,metric_ff,,-0.0029432543087750673,2.717379699985031,13.07383770000888
118,0.0,259,0,0.24,1835,0,1,1,0,metric_ff,,-0.00039003713754937053,2.7894856999919284,15.415303499990841
119,0.0,255,0,0.24,1835,0,1,1,0,metric_ff,,3.1528038562100846e-06,2.70861650002189,14.214400700002443
120,0.0,255,0,0.24,1835,0,1,1,0,metric_ff,,5.832185706822202e-06,2.7106105999846477,15.284531800018158
121,1.0,38,1,0.24,1873,0,1,1,0,metric_ff,,-0.0028057165909558535,2.6544913000252564,4.460515999991912
122,0.0,251,0,0.24,1873,0,1,1,0,metric_ff,,-0.004171652253717184,3.1949597999919206,15.839048800000455
123,0.0,252,0,0.2,1873,0,0,0,0,none,RuntimeError: Metric-FF (WSL) timed out after 60s.,-0.0008275079890154302,2.887622199981706,18.283442299987655
124,1.0,193,1,0.24,2066,0,1,1,0,metric_ff,,1.4148631635180209e-06,2.925181300000986,11.499305799981812
125,1.0,5,1,0.24,2071,1,1,0,1,metric_ff,,-0.0003183754161000252,2.8190054000006057,3.2746080000069924
126,0.0,255,0,0.24,2071,0,1,1,0,metric_ff,,0.0018997080624103546,2.843826500000432,14.60350989998551
127,0.0,258,0,0.2,2071,0,1,1,0,metric_ff,,-0.010803459212183952,2.896031700016465,16.37763519998407
128,0.0,257,0,0.2,2071,0,1,1,0,metric_ff,,-0.015383617021143436,3.0084221999859437,15.305756400019163
129,1.0,6,1,0.24,2077,1,1,0,1,metric_ff,,-0.004451930057257414,3.0915716999734286,3.583010900008958
130,0.0,255,0,0.24,2077,0,1,1,0,metric_ff,,-0.006047600414603949,2.9447363000072073,15.009983199997805
131,0.0,252,0,0.24,2077,0,1,1,0,metric_ff,,-0.004769980441778898,2.8310588999884203,14.934766799997305
132,0.0,256,0,0.2,2077,0,1,1,0,metric_ff,,-0.002651914954185486,2.8773383000225294,14.575219299993478
133,1.0,5,1,0.24,2082,1,1,0,1,metric_ff,,2.3701866666669957e-05,2.759013099974254,3.2390096000162885
134,0.0,252,0,0.24,2082,0,1,1,0,metric_ff,,-0.005350416526198387,2.952873300004285,14.250805899995612
135,0.0,255,0,0.24,2082,0,1,1,0,metric_ff,,1.831458939705044e-05,2.748410200001672,13.936260900023626
136,0.0,256,0,0.24,2082,0,1,1,0,metric_ff,,-0.003003628458827734,2.8943515999999363,13.741534600005252
137,0.0,252,0,0.24,2082,0,1,1,0,metric_ff,,1.835635157476645e-05,2.9387373000208754,14.408441600011429
138,0.0,256,0,0.24,2082,0,1,1,0,metric_ff,,1.5824060028535314e-05,2.7608139000076335,15.660149100003764
139,0.0,252,0,0.24,2082,0,1,1,0,metric_ff,,-0.001393024460412562,2.59519440002623,15.139286599995103
140,0.0,255,0,0.24,2082,0,1,1,0,metric_ff,,-0.000959110155235976,2.5932120000070427,14.042906200018479
141,0.0,260,0,0.24,2082,0,1,1,0,metric_ff,,1.1184800314367749e-05,2.7203533000138123,15.093875399994431
142,0.0,254,0,0.2,2082,0,1,1,0,metric_ff,,-0.0013507530093193054,2.792063300003065,15.387250999978278
143,0.0,252,0,0.2,2082,0,1,1,0,metric_ff,,4.33063178206794e-06,2.898770500003593,15.808975899999496
144,1.0,81,1,0.24,2163,0,1,1,0,metric_ff,,7.46033356335829e-06,2.7159181000024546,6.548371799988672
145,0.0,257,0,0.24,2163,0,1,1,0,metric_ff,,-0.008639608509838581,2.65358810001635,15.402347700000973
146,1.0,6,1,0.24,2169,1,1,0,1,metric_ff,,8.1599291661405e-06,2.543829200003529,3.1161563999776263
147,1.0,5,1,0.28,2174,1,1,0,1,metric_ff,,7.956151421240065e-06,2.7772972999955527,3.3040457999741193
148,0.0,252,0,0.28,2174,0,1,1,0,metric_ff,,-0.000246112555032596,2.667890199983958,13.84643689999939
149,1.0,114,1,0.28,2288,0,1,1,0,metric_ff,,5.560649242397631e-06,2.713471800001571,7.725483500020346
150,0.0,260,0,0.24,2288,0,1,1,0,metric_ff,,8.762249308347236e-06,2.5384031000139657,13.350431800005026
151,1.0,5,1,0.28,2293,1,1,0,1,metric_ff,,-0.004326266702264547,2.561902299989015,3.0737763000070117
152,0.0,258,0,0.28,2293,0,1,1,0,metric_ff,,-0.005015953443944454,3.0212850000243634,14.615667300007772
153,1.0,5,1,0.32,2298,1,1,0,1,metric_ff,,1.3365372069529258e-05,2.8433197000122163,3.37176140001975
154,0.0,256,0,0.28,2298,0,1,1,0,metric_ff,,-0.0018641941715031862,2.66466149999178,14.141950699995505
155,0.0,259,0,0.28,2298,0,1,1,0,metric_ff,,-0.0044724782928824425,2.7697443999932148,14.309417899989057
156,0.0,254,0,0.28,2298,0,1,1,0,metric_ff,,5.809775757370517e-06,3.0250222999893595,13.940405400004238
157,0.0,258,0,0.28,2298,0,1,1,0,metric_ff,,9.392232641403098e-06,2.7985041000065394,13.943669700005557
158,0.0,255,0,0.24,2298,0,1,1,0,metric_ff,,7.223371085274266e-06,3.0320648000051733,15.324978899996495
159,0.0,259,0,0.24,2298,0,1,1,0,metric_ff,,6.812935680500232e-06,2.735306999995373,15.552075000014156
160,0.0,255,0,0.24,2298,0,1,1,0,metric_ff,,2.8496522190835094e-06,2.7556795999989845,15.278559200000018
161,1.0,189,1,0.28,2487,0,1,1,0,metric_ff,,6.846058113296749e-06,2.912219699996058,11.36758550000377
162,0.0,258,0,0.28,2487,0,1,1,0,metric_ff,,5.078161848359741e-06,2.5909863999986555,13.598871499998495
163,0.0,259,0,0.28,2487,0,1,1,0,metric_ff,,3.97578151023481e-06,2.895792699971935,15.363153100013733
164,1.0,172,1,0.32,2659,0,1,1,0,metric_ff,,1.3834355740982573e-06,2.889406300004339,11.277300199988531
165,1.0,5,1,0.36,2664,1,1,0,1,metric_ff,,3.069321110160672e-06,2.6359958999964874,3.3168486999929883
166,1.0,5,1,0.4,2669,1,1,0,1,metric_ff,,3.2366597224608995e-06,2.8008167000079993,3.37163910001982
167,0.0,256,0,0.4,2669,0,1,1,0,metric_ff,,-0.0016786623746156693,2.7138365999853704,15.627242399990791
168,1.0,6,1,0.44,2675,1,1,0,1,metric_ff,,-0.011745098978281021,3.0253365999960806,3.6367674999928568
169,0.0,252,0,0.4,2675,0,1,1,0,metric_ff,,5.8664236348704435e-06,2.726530300016748,15.507234699995024
170,0.0,254,0,0.4,2675,0,1,1,0,metric_ff,,-0.0053144400008022785,2.780853600008413,15.306123899994418
171,0.0,255,0,0.36,2675,0,1,1,0,metric_ff,,3.86769443139201e-06,2.8680327000038233,14.057096200005617
172,0.0,252,0,0.32,2675,0,1,1,0,metric_ff,,3.46184992849885e-06,2.8521907000103965,15.154176999989431
173,1.0,5,1,0.36,2680,1,1,0,1,metric_ff,,7.96195035945857e-06,2.8004804000083823,3.432694300019648
174,0.0,255,0,0.32,2680,0,1,1,0,metric_ff,,5.111602149554528e-06,2.780665800004499,14.230276599992067
175,0.0,256,0,0.32,2680,0,1,1,0,metric_ff,,-0.0016546593979001045,2.6978268999955617,13.802285400015535
176,0.0,253,0,0.28,2680,0,1,1,0,metric_ff,,1.79749565631937e-06,2.708486899995478,15.318213499995181
177,1.0,6,1,0.32,2686,1,1,0,1,metric_ff,,-0.0012775291688740253,2.8979623000195716,3.5523378000070807
178,1.0,5,1,0.32,2691,1,1,0,1,metric_ff,,-0.002733105095103383,2.703975900018122,3.2936645000008866
179,0.0,256,0,0.32,2691,0,1,1,0,metric_ff,,2.3655757104279473e-06,2.6630556999880355,15.051642599981278
180,0.0,256,0,0.32,2691,0,1,1,0,metric_ff,,1.6479095847898861e-06,2.6365969000034966,13.642625100008445
181,0.0,254,0,0.32,2691,0,1,1,0,metric_ff,,2.083802428387571e-06,2.8068620999983978,14.479415900015738
182,0.0,255,0,0.32,2691,0,1,1,0,metric_ff,,-0.0031109629198908806,2.8889395000005607,15.237478299997747
183,0.0,256,0,0.32,2691,0,1,1,0,metric_ff,,-0.004881246481090784,3.056260300014401,15.439323300000979
184,1.0,174,1,0.36,2865,0,1,1,0,metric_ff,,1.363617343486112e-06,3.119902100006584,11.400634099991294
185,0.0,257,0,0.36,2865,0,1,1,0,metric_ff,,-0.0038560829125344753,2.840531199995894,14.506358700018609
186,1.0,5,1,0.36,2870,1,1,0,1,metric_ff,,-0.00274178315885365,2.7927353999984916,3.3928826000192203
187,0.0,254,0,0.36,2870,0,1,1,0,metric_ff,,6.021263743605232e-06,2.605290600011358,13.616214099980425
188,0.0,254,0,0.36,2870,0,1,1,0,metric_ff,,7.5017633207608014e-06,2.715725999994902,15.47361909999745
189,0.0,260,0,0.32,2870,0,1,1,0,metric_ff,,-0.0032009535934776068,2.8642373000038788,15.934369299997343
190,0.0,262,0,0.28,2870,0,1,1,0,metric_ff,,-0.0043776496313512325,2.8920275999989826,15.91191070000059
191,0.0,260,0,0.24,2870,0,1,1,0,metric_ff,,-0.0070436191745102406,2.7061979999998584,14.536886899993988
192,0.0,255,0,0.24,2870,0,0,0,0,none,RuntimeError: Metric-FF (WSL) timed out after 60s.,-0.004799850285053253,2.732324799988419,15.68484349999926
193,0.0,260,0,0.2,2870,0,1,1,0,metric_ff,,-0.001104882569052279,2.756490899977507,15.588976099999854
194,0.0,256,0,0.2,2870,0,1,1,0,metric_ff,,-0.012073718942701817,3.314548599999398,15.46738329998334
195,0.0,255,0,0.2,2870,0,1,1,0,metric_ff,,-0.005741518922150135,2.9490639999858104,16.450627800018992
196,0.0,256,0,0.2,2870,0,1,1,0,metric_ff,,-0.016532249748706818,3.3282172000035644,15.943703600001754
197,0.0,254,0,0.2,2870,0,1,1,0,metric_ff,,2.5608178475522436e-06,2.827277900010813,15.263509399985196
198,0.0,255,0,0.16,2870,0,1,1,0,metric_ff,,1.7990598735195817e-06,2.624526600004174,15.359341900009895
199,0.0,256,0,0.16,2870,0,1,1,0,metric_ff,,-0.0044466108083724976,2.8116255000059027,15.511808799987193
200,0.0,253,0,0.16,2870,0,1,1,0,metric_ff,,3.3682350476738065e-05,2.7331985000055283,14.910706899972865
201,1.0,56,1,0.2,2926,0,1,1,0,metric_ff,,2.6274632546119392e-05,2.9750518000219017,6.058142800000496
202,1.0,5,1,0.2,2931,1,1,0,1,metric_ff,,-0.00027823695563711226,2.604036200005794,3.326330500014592
203,0.0,254,0,0.16,2931,0,1,1,0,metric_ff,,-0.00917433574795723,2.8551971999986563,14.197220600006403
204,1.0,164,1,0.2,3095,0,1,1,0,metric_ff,,0.0001668826153036207,2.744267800007947,10.189509199990425
205,0.0,256,0,0.2,3095,0,1,1,0,metric_ff,,-0.0032157660461962223,2.964352700015297,15.86064030000125
206,0.0,253,0,0.2,3095,0,1,1,0,metric_ff,,-0.0018401943380013108,2.7883363000000827,13.635652600001777
207,1.0,5,1,0.24,3100,1,1,0,1,metric_ff,,4.976531727152178e-06,2.631894399994053,3.2744445000134874
208,0.0,258,0,0.24,3100,0,1,1,0,metric_ff,,-4.518128480412997e-05,2.589119300013408,15.39128409998375
209,0.0,256,0,0.2,3100,0,1,1,0,metric_ff,,3.922075393347768e-06,2.7623453000269365,13.90524209997966
210,1.0,16,1,0.24,3116,0,1,1,0,metric_ff,,-0.0026254698168486357,2.6718853000202216,3.8547527999908198
211,1.0,6,1,0.24,3122,1,1,0,1,metric_ff,,-0.0018842158606275916,2.7129108000081033,3.3786658000026364
212,0.0,255,0,0.24,3122,0,1,1,0,metric_ff,,-0.00235365959815681,2.581038800009992,15.36664630001178
213,1.0,6,1,0.28,3128,1,1,0,1,metric_ff,,1.4759853002033196e-06,2.765283599990653,3.445111699984409
214,1.0,5,1,0.32,3133,1,1,0,1,metric_ff,,-0.0037414575926959515,2.89180949999718,3.5545693000021856
215,0.0,260,0,0.32,3133,0,1,1,0,metric_ff,,7.140806246752618e-06,2.7295158999913838,14.458816400001524
216,0.0,254,0,0.32,3133,0,1,1,0,metric_ff,,6.020639375492465e-06,2.96177669998724,15.53944870000123
217,1.0,131,1,0.36,3264,0,1,1,0,metric_ff,,1.2717360959868529e-06,2.800942000001669,9.444436499994481
218,0.0,262,0,0.36,3264,0,1,1,0,metric_ff,,-0.004766663536429405,2.8100172999838833,14.951145700004417
219,0.0,254,0,0.36,3264,0,1,1,0,metric_ff,,-0.005408386699855328,3.053771799983224,15.74496840001666
220,0.0,253,0,0.36,3264,0,1,1,0,metric_ff,,1.5530209566350095e-05,2.686269400001038,15.340783999999985
221,0.0,255,0,0.36,3264,0,1,1,0,metric_ff,,-0.004629206843674183,2.763833600009093,15.269193500018446
222,0.0,255,0,0.36,3264,0,1,1,0,metric_ff,,-0.002537462394684553,2.8802023000025656,13.79893630000879
223,0.0,255,0,0.36,3264,0,1,1,0,metric_ff,,-0.0015114007983356714,2.748480300011579,14.273594900005264
224,0.0,255,0,0.36,3264,0,1,1,0,metric_ff,,-0.0028043631464242935,2.7825287000159733,14.464509799989173
225,1.0,36,1,0.4,3300,0,1,1,0,metric_ff,,3.1890531317912973e-06,2.914512899995316,4.986657000001287
226,1.0,156,1,0.4,3456,0,1,1,0,metric_ff,,-0.0031350054778158665,2.9355271000240464,11.187911599990912
