episode,reward,steps,success,success_ma25,cumulative_solution_length,planner_used,planner_plan_found,planner_fallback_to_rl,planner_solved,planner_backend,planner_error,rl_loss,rl_batch_seconds,episode_duration_seconds
225,0.0,297,0,0.6,8297,0,1,1,0,metric_ff,,-0.020718341693282127,0.5652133999974467,1.6038657999888528
226,0.0,289,0,0.6,8297,0,1,1,0,metric_ff,,-0.012905486859381199,0.6140584000095259,1.6409833999932744
227,0.0,293,0,0.56,8297,0,1,1,0,metric_ff,,-0.02755420096218586,0.5889045000076294,1.6179666999960318
228,1.0,74,1,0.6,8371,0,1,1,0,metric_ff,,-0.007852925918996334,0.6067929000128061,1.0685876999923494
229,1.0,94,1,0.64,8465,0,1,1,0,metric_ff,,-0.00491872476413846,0.5689577999874018,1.0771520000125747
230,0.0,299,0,0.6,8465,0,1,1,0,metric_ff,,-0.004967185668647289,0.6847922000160906,1.7071276000060607
231,1.0,13,1,0.6,8478,0,1,1,0,metric_ff,,-0.01503825280815363,0.655143300013151,0.9666503999906126
232,1.0,91,1,0.64,8569,0,1,1,0,metric_ff,,-0.008571978658437729,0.6075844000151847,1.1184201000141911
233,0.0,278,0,0.6,8569,0,1,1,0,metric_ff,,-0.009437947534024715,0.6276858000201173,1.6530989999882877
234,1.0,87,1,0.64,8656,0,1,1,0,metric_ff,,-0.02239457331597805,0.6174989999854006,1.1390926000021864
235,1.0,27,1,0.68,8683,0,1,1,0,metric_ff,,-0.009375084191560745,0.6525369000155479,1.0289783999905922
236,1.0,6,1,0.68,8689,1,1,0,1,metric_ff,,-0.01288866251707077,0.6014958000159822,0.8930393999908119
237,1.0,5,1,0.68,8694,1,1,0,1,metric_ff,,-0.0240926630795002,0.5675192999769934,0.8663332000141963
238,1.0,18,1,0.68,8712,0,1,1,0,metric_ff,,-0.02723848447203636,0.5738083000178449,0.8913056000019424
239,0.0,287,0,0.64,8712,0,1,1,0,metric_ff,,-0.0008527364698238671,0.5908401999913622,1.5973286000080407
240,1.0,95,1,0.64,8807,0,1,1,0,metric_ff,,-0.03044986166059971,0.6090076999971643,1.1446451999945566
241,0.0,291,0,0.6,8807,0,1,1,0,metric_ff,,-0.012164116837084293,0.5960371000110172,1.622518799995305
242,1.0,6,1,0.64,8813,1,1,0,1,metric_ff,,-0.00951736606657505,0.6169818000053056,0.9080490999913309
243,0.0,278,0,0.6,8813,0,1,1,0,metric_ff,,-0.017354251816868782,0.5681515999895055,1.5787462000153027
244,1.0,54,1,0.64,8867,0,1,1,0,metric_ff,,-0.016653217375278473,0.6535679000080563,1.0731750999984797
245,0.0,286,0,0.6,8867,0,1,1,0,metric_ff,,-0.009025828912854195,0.6047032999922521,1.6384532999945804
246,0.0,288,0,0.56,8867,0,1,1,0,metric_ff,,-0.02266653999686241,0.7040021999855526,1.7204857000033371
247,0.0,291,0,0.56,8867,0,1,1,0,metric_ff,,-0.021455558016896248,0.6023223999945913,1.6427565999911167
248,1.0,175,1,0.56,9042,0,1,1,0,metric_ff,,-0.03216126933693886,0.6258001999813132,1.386492099991301
249,1.0,206,1,0.56,9248,0,1,1,0,metric_ff,,-0.030757367610931396,0.6122824999911245,1.4660958000167739
250,0.0,298,0,0.56,9248,0,1,1,0,metric_ff,,0.0003746941511053592,0.6001277000177652,1.6608256000035908
251,1.0,5,1,0.6,9253,1,1,0,1,metric_ff,,-0.02829686924815178,0.60140029998729,0.9145192000141833
252,1.0,5,1,0.64,9258,1,1,0,1,metric_ff,,-0.0080275759100914,0.5801879000209738,0.9633362999884412
253,0.0,285,0,0.6,9258,0,1,1,0,metric_ff,,-0.008653863333165646,0.5957821999909356,1.6232549000123981
254,1.0,5,1,0.6,9263,1,1,0,1,metric_ff,,-0.009285022504627705,0.6035221999918576,0.9027506000129506
255,0.0,294,0,0.6,9263,0,1,1,0,metric_ff,,-0.0124824158847332,0.6419860000023618,1.6806981000117958
256,1.0,103,1,0.6,9366,0,1,1,0,metric_ff,,-0.022788027301430702,0.6582569000020158,1.2232030000013765
257,0.0,297,0,0.56,9366,0,1,1,0,metric_ff,,-0.010970819741487503,0.5772353000065777,1.634476100007305
258,1.0,5,1,0.6,9371,1,1,0,1,metric_ff,,-0.0039679622277617455,0.5881501999974716,0.9098563999868929
259,0.0,297,0,0.56,9371,0,1,1,0,metric_ff,,-0.020124828442931175,0.5934443000005558,1.636021799989976
260,0.0,289,0,0.52,9371,0,1,1,0,metric_ff,,-0.010567952878773212,0.5684383999905549,1.6162293999805115
261,0.0,289,0,0.48,9371,0,1,1,0,metric_ff,,-0.00589967193081975,0.6052304999902844,1.6662553999922238
262,0.0,295,0,0.44,9371,0,1,1,0,metric_ff,,-0.0014035466592758894,0.6757413999876007,1.7439052000117954
263,1.0,5,1,0.44,9376,1,1,0,1,metric_ff,,-0.004802331328392029,0.6170679999922868,0.9432059999962803
264,1.0,145,1,0.48,9521,0,1,1,0,metric_ff,,-0.0009030667715705931,0.5898449999804143,1.2920633000030648
265,0.0,291,0,0.44,9521,0,1,1,0,metric_ff,,-0.017229149118065834,0.6091377999982797,1.6798754999763332
266,1.0,116,1,0.48,9637,0,1,1,0,metric_ff,,-0.005583934020251036,0.6040996999945492,1.2199801000242587
267,1.0,5,1,0.48,9642,1,1,0,1,metric_ff,,-0.0052925776690244675,0.5896710000233725,0.912355500011472
268,0.0,291,0,0.48,9642,0,1,1,0,metric_ff,,-0.029370170086622238,0.6125322000007145,1.6660665000090376
269,1.0,5,1,0.48,9647,1,1,0,1,metric_ff,,-0.016196809709072113,0.6078898000123445,0.9325329000130296
270,1.0,117,1,0.52,9764,0,1,1,0,metric_ff,,-0.0020354168955236673,0.5833731999737211,1.1890280999941751
271,1.0,125,1,0.56,9889,0,1,1,0,metric_ff,,-0.016751423478126526,0.6014509999949951,1.2433169999858364
272,1.0,6,1,0.6,9895,1,1,0,1,metric_ff,,-0.03925997018814087,0.5974962000036612,0.9337537999963388
273,0.0,274,0,0.56,9895,0,1,1,0,metric_ff,,-0.0013358513824641705,0.5978043999930378,1.7279008999757934
274,1.0,115,1,0.56,10010,0,1,1,0,metric_ff,,-0.012572810053825378,0.5771372999879532,1.203288299991982
275,1.0,5,1,0.6,10015,1,1,0,1,metric_ff,,-0.009983801282942295,0.6481198999972548,0.9951417999982368
276,1.0,39,1,0.6,10054,0,1,1,0,metric_ff,,-0.007796622347086668,0.6203702000202611,1.0341897000034805
277,1.0,191,1,0.6,10245,0,1,1,0,metric_ff,,-0.016655799001455307,0.5967864999838639,1.4344923000026029
278,0.0,282,0,0.6,10245,0,1,1,0,metric_ff,,-0.011560649611055851,0.5818158999900334,1.617448900011368
279,1.0,172,1,0.6,10417,0,1,1,0,metric_ff,,-0.011578482575714588,0.6249263999925461,1.400373500015121
280,1.0,34,1,0.64,10451,0,1,1,0,metric_ff,,-0.012839403934776783,0.5730131000163965,0.9844461000175215
281,0.0,273,0,0.6,10451,0,1,1,0,metric_ff,,-0.01982664316892624,0.630976800021017,1.6740981999901123
282,0.0,272,0,0.6,10451,0,1,1,0,metric_ff,,-0.01739363558590412,0.5920887000102084,1.6427925999742001
283,1.0,73,1,0.6,10524,0,1,1,0,metric_ff,,-0.0003923643671441823,0.6857237999793142,1.2108698000083677
284,1.0,30,1,0.64,10554,0,1,1,0,metric_ff,,-0.02482987381517887,0.60027659998741,1.0098571000271477
285,0.0,277,0,0.64,10554,0,1,1,0,metric_ff,,-0.01746816374361515,0.5861173999728635,1.6348692000028677
286,1.0,44,1,0.68,10598,0,1,1,0,metric_ff,,-0.035311076790094376,0.5754907000227831,1.0190539000032004
287,0.0,295,0,0.68,10598,0,1,1,0,metric_ff,,6.70604786137119e-05,0.5916012999950908,1.6688924000191037
288,0.0,294,0,0.64,10598,0,1,1,0,metric_ff,,-0.005774857476353645,0.5823330999992322,1.6662760000035632
289,1.0,168,1,0.64,10766,0,1,1,0,metric_ff,,-0.023680593818426132,0.5974264999968,1.3742947000137065
290,0.0,287,0,0.64,10766,0,1,1,0,metric_ff,,0.00016723877342883497,0.6112488999788184,1.6990489999880083
291,1.0,5,1,0.64,10771,1,1,0,1,metric_ff,,-0.01542013417929411,0.6378263999940827,0.9795309000182897
292,1.0,6,1,0.64,10777,1,1,0,1,metric_ff,,-0.004846056457608938,0.5973690999962855,0.9539192999945953
293,0.0,300,0,0.64,10777,0,1,1,0,metric_ff,,-0.005703038070350885,0.5858633000170812,1.690532999986317
294,0.0,295,0,0.6,10777,0,1,1,0,metric_ff,,-0.019769718870520592,0.6436864999996033,1.8147671000042465
295,1.0,135,1,0.6,10912,0,1,1,0,metric_ff,,-0.00815832894295454,0.5947681999823544,1.2913584999914747
296,1.0,36,1,0.6,10948,0,1,1,0,metric_ff,,-0.015680426731705666,0.7766935000254307,1.2284352999995463
297,0.0,296,0,0.56,10948,0,1,1,0,metric_ff,,-0.014948074705898762,0.6796064999944065,1.8741754000075161
298,1.0,140,1,0.6,11088,0,1,1,0,metric_ff,,-0.015178420580923557,0.7076428000000305,1.4760040999972261
299,1.0,143,1,0.6,11231,0,1,1,0,metric_ff,,-0.0020431100856512785,0.6948660000052769,1.5610534000152256
