episode,reward,steps,success,success_ma25,cumulative_solution_length,planner_used,planner_plan_found,planner_fallback_to_rl,planner_solved,planner_backend,planner_error,rl_loss,rl_batch_seconds,episode_duration_seconds
57,0.0,257,0,0.2,1004,0,1,1,0,metric_ff,,0.014868737198412418,4.107125300040934,16.485830899968278
58,0.0,252,0,0.2,1004,0,1,1,0,metric_ff,,0.024651119485497475,4.242510900017805,15.100749899982475
59,0.0,255,0,0.2,1004,0,1,1,0,metric_ff,,0.05165058374404907,4.458694299974013,16.075471199990716
60,0.0,258,0,0.2,1004,0,1,1,0,metric_ff,,0.038701046258211136,4.287610900006257,16.84494340000674
61,0.0,252,0,0.16,1004,0,1,1,0,metric_ff,,0.008872810751199722,4.793451000005007,15.80193670000881
62,0.0,256,0,0.16,1004,0,1,1,0,metric_ff,,0.017282428219914436,4.546457499964163,17.330289000004996
63,1.0,252,1,0.16,1256,0,1,1,0,metric_ff,,0.02033153362572193,5.146621000021696,17.81122209999012
64,0.0,252,0,0.16,1256,0,1,1,0,metric_ff,,0.029794633388519287,4.8412635999848135,16.12447300000349
65,0.0,254,0,0.12,1256,0,1,1,0,metric_ff,,0.01670997589826584,4.130801399995107,16.62316399998963
66,1.0,6,1,0.16,1262,1,1,0,1,metric_ff,,0.049933191388845444,4.3557526000076905,4.886005400039721
67,0.0,256,0,0.16,1262,0,1,1,0,metric_ff,,0.0046452805399894714,4.0816468999837525,16.178673500020523
68,0.0,258,0,0.16,1262,0,1,1,0,metric_ff,,0.00920098926872015,5.316703099990264,17.95781629998237
69,0.0,255,0,0.16,1262,0,1,1,0,metric_ff,,0.01799493283033371,4.250409700034652,16.847907099989243
70,0.0,256,0,0.12,1262,0,1,1,0,metric_ff,,0.05013854801654816,4.917752199980896,17.67287359997863
71,1.0,6,1,0.16,1268,1,1,0,1,metric_ff,,0.03400850668549538,4.699384399980772,5.240833599993493
72,0.0,254,0,0.16,1268,0,1,1,0,metric_ff,,0.03034139797091484,4.530930100008845,17.351408199989237
73,0.0,255,0,0.16,1268,0,1,1,0,metric_ff,,0.02393399178981781,5.123373999958858,16.146198400005233
74,0.0,255,0,0.16,1268,0,1,1,0,metric_ff,,0.022105105221271515,4.548660700034816,17.133989099995233
75,0.0,259,0,0.16,1268,0,1,1,0,metric_ff,,0.04678080976009369,4.16566989995772,16.987382900028024
76,0.0,253,0,0.16,1268,0,1,1,0,metric_ff,,0.03825435787439346,5.289844499959145,18.259983800002374
77,1.0,5,1,0.2,1273,1,1,0,1,metric_ff,,0.03158465027809143,4.347801399999298,4.960625100007746
78,1.0,40,1,0.24,1313,0,1,1,0,metric_ff,,0.026570770889520645,4.378780199971516,6.590150000003632
79,0.0,256,0,0.24,1313,0,1,1,0,metric_ff,,0.0900600254535675,4.834653900004923,15.804562699981034
80,0.0,255,0,0.2,1313,0,1,1,0,metric_ff,,0.03530802205204964,4.145545300038066,16.865010600013193
81,0.0,253,0,0.2,1313,0,1,1,0,metric_ff,,0.027155455201864243,5.305367399996612,17.814228800009005
82,0.0,252,0,0.2,1313,0,1,1,0,metric_ff,,0.050191279500722885,4.575250699999742,15.577987600001507
83,0.0,254,0,0.2,1313,0,1,1,0,metric_ff,,0.031361792236566544,4.404764299979433,15.983170800027438
84,0.0,256,0,0.2,1313,0,1,1,0,metric_ff,,0.05387139320373535,5.036383999977261,16.32431130000623
85,0.0,255,0,0.2,1313,0,1,1,0,metric_ff,,0.07937445491552353,4.109537700016517,16.593168599996716
86,1.0,23,1,0.24,1336,0,1,1,0,metric_ff,,0.024922337383031845,5.831784100038931,7.193660099990666
87,0.0,254,0,0.24,1336,0,1,1,0,metric_ff,,0.014411130920052528,4.864128899993375,17.33595829998376
88,0.0,254,0,0.2,1336,0,1,1,0,metric_ff,,0.07949560880661011,4.638283099979162,17.327949500002433
89,1.0,221,1,0.24,1557,0,1,1,0,metric_ff,,0.010983530431985855,4.37157620000653,15.142795799998567
90,1.0,132,1,0.28,1689,0,1,1,0,metric_ff,,0.04284604638814926,4.847027600044385,11.213163600012194
91,0.0,259,0,0.24,1689,0,1,1,0,metric_ff,,0.030466411262750626,5.18347749998793,17.996980099997018
92,1.0,212,1,0.28,1901,0,1,1,0,metric_ff,,0.021955670788884163,4.374186699977145,14.746555000019725
93,0.0,255,0,0.28,1901,0,1,1,0,metric_ff,,0.02776058204472065,4.302791900001466,17.210379600001033
94,0.0,257,0,0.28,1901,0,1,1,0,metric_ff,,0.013172048144042492,4.658990700030699,17.301163199997973
95,1.0,6,1,0.32,1907,1,1,0,1,metric_ff,,0.059192366898059845,4.223871599999256,4.8279430999537
96,0.0,254,0,0.28,1907,0,1,1,0,metric_ff,,0.04305588826537132,4.738441599998623,17.1167460999568
97,1.0,6,1,0.32,1913,1,1,0,1,metric_ff,,0.031100356951355934,3.9550235999631695,4.607230200024787
98,0.0,254,0,0.32,1913,0,1,1,0,metric_ff,,0.024438444525003433,4.455038800020702,17.21841609996045
99,0.0,256,0,0.32,1913,0,1,1,0,metric_ff,,0.05026046931743622,4.614842499955557,17.287776200042572
100,1.0,36,1,0.36,1949,0,1,1,0,metric_ff,,0.026407670229673386,4.509559499972966,6.648374400043394
101,0.0,256,0,0.36,1949,0,1,1,0,metric_ff,,0.03783445805311203,4.508435099967755,17.255970900005195
102,1.0,5,1,0.36,1954,1,1,0,1,metric_ff,,0.02334379032254219,4.792781900032423,5.4252064999891445
103,0.0,256,0,0.32,1954,0,1,1,0,metric_ff,,0.03293397277593613,5.021107200009283,17.222683600033633
104,0.0,251,0,0.32,1954,0,1,1,0,metric_ff,,0.028101321309804916,4.768486200016923,16.943418000009842
105,0.0,257,0,0.32,1954,0,1,1,0,metric_ff,,0.028063692152500153,4.6926971999928355,17.287674300023355
106,0.0,257,0,0.32,1954,0,1,1,0,metric_ff,,0.04669938236474991,5.084027600008994,17.946905899967533
107,0.0,255,0,0.32,1954,0,1,1,0,metric_ff,,0.023780617862939835,4.956411499995738,17.86349949997384
108,1.0,73,1,0.36,2027,0,1,1,0,metric_ff,,0.014588849619030952,4.236415799998213,8.048849399958272
109,0.0,256,0,0.36,2027,0,1,1,0,metric_ff,,0.10394204407930374,5.428059300000314,17.14316889998736
110,1.0,5,1,0.4,2032,1,1,0,1,metric_ff,,0.03547848388552666,4.283879700000398,4.9657409999636
111,0.0,253,0,0.36,2032,0,1,1,0,metric_ff,,0.019845547154545784,4.18006390001392,15.955190300010145
112,1.0,58,1,0.4,2090,0,1,1,0,metric_ff,,0.07131914794445038,5.161286199989263,8.196450299990829
113,1.0,6,1,0.44,2096,1,1,0,1,metric_ff,,0.039080459624528885,5.71266060002381,6.512675200006925
114,1.0,45,1,0.44,2141,0,1,1,0,metric_ff,,0.01620771363377571,4.913579599990044,7.505595700000413
115,0.0,261,0,0.4,2141,0,1,1,0,metric_ff,,0.04125675559043884,4.854861999978311,17.409250399970915
116,0.0,256,0,0.4,2141,0,1,1,0,metric_ff,,0.03115071915090084,4.118448399996851,15.719555300020147
117,1.0,165,1,0.4,2306,0,1,1,0,metric_ff,,0.04499296844005585,5.3873466000077315,14.00118330004625
118,0.0,257,0,0.4,2306,0,1,1,0,metric_ff,,0.02346629835665226,4.401383100019302,17.719848499982618
119,1.0,5,1,0.44,2311,1,1,0,1,metric_ff,,0.07924030721187592,4.473644100013189,5.2091864999965765
120,0.0,255,0,0.4,2311,0,1,1,0,metric_ff,,0.034993045032024384,4.843951800023206,16.736450299969874
121,1.0,51,1,0.44,2362,0,1,1,0,metric_ff,,0.04585942253470421,4.532208000018727,7.442968500021379
122,1.0,123,1,0.44,2485,0,1,1,0,metric_ff,,0.05239500850439072,4.630980400019325,11.19389150000643
123,1.0,36,1,0.48,2521,0,1,1,0,metric_ff,,0.042984336614608765,5.057981799996924,7.148437199997716
124,0.0,261,0,0.48,2521,0,1,1,0,metric_ff,,0.04882678762078285,5.202889000007417,18.160558000032324
125,0.0,257,0,0.44,2521,0,1,1,0,metric_ff,,0.04669542238116264,4.444788500026334,16.27830410003662
126,0.0,259,0,0.44,2521,0,1,1,0,metric_ff,,0.10538121312856674,4.417453199974261,17.758739100012463
127,0.0,252,0,0.4,2521,0,1,1,0,metric_ff,,0.037773288786411285,3.9639737000106834,16.788209399965126
128,0.0,252,0,0.4,2521,0,1,1,0,metric_ff,,0.05651160329580307,5.003674199979287,17.35973590001231
129,0.0,254,0,0.4,2521,0,1,1,0,metric_ff,,0.05667046457529068,4.944200800033286,17.8452311999863
130,0.0,255,0,0.4,2521,0,1,1,0,metric_ff,,0.02362046204507351,4.648566099989694,17.818336400028784
131,0.0,255,0,0.4,2521,0,1,1,0,metric_ff,,0.03640437871217728,4.678437600028701,16.742776300001424
132,1.0,24,1,0.44,2545,0,1,1,0,metric_ff,,0.03109549731016159,4.814605000021402,6.548094200028572
133,1.0,63,1,0.44,2608,0,1,1,0,metric_ff,,0.059707075357437134,4.788140700024087,8.287390499957837
134,1.0,215,1,0.48,2823,0,1,1,0,metric_ff,,0.028912385925650597,4.037600100040436,14.687498499988578
135,0.0,254,0,0.44,2823,0,1,1,0,metric_ff,,0.03651091456413269,3.94149539998034,17.12889079999877
136,0.0,253,0,0.44,2823,0,1,1,0,metric_ff,,0.010676980018615723,5.752084699983243,17.183336700021755
137,1.0,6,1,0.44,2829,1,1,0,1,metric_ff,,0.049390923231840134,4.605580600036774,5.4742966999765486
138,0.0,255,0,0.4,2829,0,1,1,0,metric_ff,,0.054505422711372375,4.919313899998087,17.59889610001119
139,1.0,36,1,0.4,2865,0,1,1,0,metric_ff,,0.045133013278245926,4.387625199975446,6.69318410003325
140,0.0,253,0,0.4,2865,0,1,1,0,metric_ff,,0.019251886755228043,5.1272704000002705,18.129628500028048
141,1.0,9,1,0.44,2874,0,1,1,0,metric_ff,,0.022432822734117508,4.901171600038651,6.048711200011894
142,0.0,256,0,0.4,2874,0,1,1,0,metric_ff,,0.018972598016262054,4.524375799985137,16.447278300009202
143,0.0,258,0,0.4,2874,0,1,1,0,metric_ff,,0.038325272500514984,4.4991757000098005,15.890070000023115
144,1.0,146,1,0.4,3020,0,1,1,0,metric_ff,,0.0471099428832531,5.2044417999568395,12.774946300021838
145,1.0,5,1,0.44,3025,1,1,0,1,metric_ff,,0.03812325745820999,4.40897779999068,5.270919699978549
146,0.0,256,0,0.4,3025,0,1,1,0,metric_ff,,0.03160577639937401,4.5175781000289135,16.979017100005876
147,0.0,253,0,0.36,3025,0,1,1,0,metric_ff,,0.036616530269384384,4.47802010003943,16.076582200010307
148,0.0,256,0,0.32,3025,0,1,1,0,metric_ff,,0.05291617661714554,5.037883199984208,17.881559200002812
149,1.0,6,1,0.36,3031,1,1,0,1,metric_ff,,0.05734274908900261,4.728011899976991,5.703190799977165
150,0.0,257,0,0.36,3031,0,1,1,0,metric_ff,,0.03591254726052284,4.653860499965958,17.75868490000721
151,0.0,253,0,0.36,3031,0,1,1,0,metric_ff,,0.06784956157207489,4.87437019997742,17.99039150000317
152,0.0,257,0,0.36,3031,0,1,1,0,metric_ff,,0.030535966157913208,4.500137800001539,18.031696900026873
153,0.0,255,0,0.36,3031,0,1,1,0,metric_ff,,0.01996254175901413,4.669033900019713,16.935062899952754
154,1.0,6,1,0.4,3037,1,1,0,1,metric_ff,,0.04517647251486778,4.563110399991274,5.66544770001201
155,0.0,253,0,0.4,3037,0,1,1,0,metric_ff,,0.024262957274913788,4.693709000013769,16.288251399993896
156,0.0,256,0,0.4,3037,0,1,1,0,metric_ff,,0.0455704927444458,5.550632900034543,18.616347900009714
157,0.0,257,0,0.36,3037,0,1,1,0,metric_ff,,0.06234166771173477,4.770398999971803,16.303804100025445
158,0.0,258,0,0.32,3037,0,1,1,0,metric_ff,,0.20755282044410706,4.102111299987882,17.104035500029568
159,1.0,6,1,0.32,3043,1,1,0,1,metric_ff,,0.10851128399372101,4.411263999994844,5.426812399993651
160,0.0,252,0,0.32,3043,0,1,1,0,metric_ff,,0.06410416215658188,4.657483700022567,18.217322500015143
161,1.0,6,1,0.36,3049,1,1,0,1,metric_ff,,0.040303345769643784,5.04621080000652,6.096608499996364
162,1.0,5,1,0.36,3054,1,1,0,1,metric_ff,,0.031912170350551605,4.6241383999586105,5.58335689996602
163,0.0,254,0,0.36,3054,0,1,1,0,metric_ff,,0.05953545123338699,5.039254100003745,16.56164189998526
164,0.0,259,0,0.32,3054,0,1,1,0,metric_ff,,0.09243328869342804,4.67549550003605,16.749661699985154
165,0.0,252,0,0.32,3054,0,1,1,0,metric_ff,,0.02408076822757721,4.9358738999580964,18.033382299996447
166,1.0,6,1,0.32,3060,1,1,0,1,metric_ff,,0.0250772126019001,4.916041299991775,6.046942499990109
167,0.0,260,0,0.32,3060,0,1,1,0,metric_ff,,0.050030313432216644,5.087135100038722,18.649775600002613
168,0.0,253,0,0.32,3060,0,1,1,0,metric_ff,,0.028436725959181786,4.645595999958459,17.998826800030656
169,0.0,252,0,0.28,3060,0,1,1,0,metric_ff,,0.0607767291367054,4.319388100004289,16.520474200020544
170,0.0,256,0,0.24,3060,0,1,1,0,metric_ff,,0.02946113795042038,4.457083199988119,16.231868700007908
171,0.0,254,0,0.24,3060,0,1,1,0,metric_ff,,0.04098059982061386,4.714191099978052,16.337287900038064
172,0.0,255,0,0.24,3060,0,1,1,0,metric_ff,,0.0397777184844017,4.751769900030922,17.894854000012856
173,0.0,253,0,0.24,3060,0,1,1,0,metric_ff,,0.032857272773981094,4.463592300016899,17.532595199998468
174,0.0,262,0,0.2,3060,0,1,1,0,metric_ff,,0.03653554990887642,6.407137700007297,18.65977720002411
175,0.0,256,0,0.2,3060,0,1,1,0,metric_ff,,0.02275579795241356,4.425864499993622,16.69671579997521
176,0.0,254,0,0.2,3060,0,1,1,0,metric_ff,,0.03516111522912979,5.549109199957456,18.78332299995236
177,0.0,259,0,0.2,3060,0,1,1,0,metric_ff,,0.01896420679986477,4.551664099970367,16.862254499981645
178,0.0,252,0,0.2,3060,0,1,1,0,metric_ff,,0.05036718398332596,4.603074499987997,17.64791590004461
179,0.0,258,0,0.16,3060,0,1,1,0,metric_ff,,0.048210710287094116,4.837951800029259,18.045593299961183
180,0.0,255,0,0.16,3060,0,1,1,0,metric_ff,,0.0377347469329834,4.615113299980294,16.938751099980436
181,0.0,255,0,0.16,3060,0,1,1,0,metric_ff,,0.054540593177080154,5.404903499991633,17.578635500045493
182,1.0,185,1,0.2,3245,0,1,1,0,metric_ff,,0.03230361267924309,5.10623899998609,14.473863199993502
183,0.0,252,0,0.2,3245,0,1,1,0,metric_ff,,0.07448474317789078,4.1985954999690875,16.74863839999307
184,0.0,260,0,0.16,3245,0,1,1,0,metric_ff,,0.053072504699230194,4.8045085000339895,18.365371399966534
185,1.0,93,1,0.2,3338,0,1,1,0,metric_ff,,0.04758939892053604,4.715269300038926,9.700107100012247
186,1.0,5,1,0.2,3343,1,1,0,1,metric_ff,,0.03144732862710953,4.164927200006787,5.3554121000343
187,1.0,6,1,0.2,3349,1,1,0,1,metric_ff,,0.08723839372396469,5.087094000016805,6.3772436999715865
188,0.0,256,0,0.2,3349,0,1,1,0,metric_ff,,0.03682311624288559,5.427158200007398,17.74870539997937
189,1.0,65,1,0.24,3414,0,1,1,0,metric_ff,,0.048812136054039,5.147640500043053,9.064755900006276
190,1.0,53,1,0.28,3467,0,1,1,0,metric_ff,,0.05358615517616272,4.447595099976752,7.69103000004543
191,1.0,27,1,0.28,3494,0,1,1,0,metric_ff,,0.03366144746541977,5.028219400031958,7.175118300016038
192,1.0,5,1,0.32,3499,1,1,0,1,metric_ff,,0.04665178433060646,5.047966699989047,6.297016500029713
193,1.0,129,1,0.36,3628,0,1,1,0,metric_ff,,0.018852870911359787,4.504213299951516,11.391713899967726
194,0.0,252,0,0.36,3628,0,1,1,0,metric_ff,,0.031607624143362045,5.212377100018784,17.617921099998057
195,0.0,255,0,0.36,3628,0,1,1,0,metric_ff,,0.040768902748823166,4.336415099969599,17.32817640004214
196,0.0,259,0,0.36,3628,0,1,1,0,metric_ff,,0.029089506715536118,5.009591600042768,16.882127900025807
197,0.0,254,0,0.36,3628,0,1,1,0,metric_ff,,0.04115399718284607,4.274480700027198,17.807226299948525
198,1.0,88,1,0.4,3716,0,1,1,0,metric_ff,,0.18909470736980438,4.415285099996254,9.45941390004009
199,0.0,253,0,0.4,3716,0,1,1,0,metric_ff,,0.12339424341917038,4.591907299996819,18.1159023999935
200,1.0,5,1,0.44,3721,1,1,0,1,metric_ff,,0.04777597635984421,5.222618900006637,6.56885159999365
201,1.0,6,1,0.48,3727,1,1,0,1,metric_ff,,0.047348689287900925,4.814483999973163,6.1652316999970935
202,1.0,5,1,0.52,3732,1,1,0,1,metric_ff,,0.03426278755068779,4.998079099983443,6.270429200027138
203,0.0,257,0,0.52,3732,0,1,1,0,metric_ff,,0.07460176944732666,4.676556899969,17.067058100015856
204,1.0,44,1,0.56,3776,0,1,1,0,metric_ff,,0.03897269815206528,4.623705799982417,7.559105299995281
205,0.0,254,0,0.56,3776,0,1,1,0,metric_ff,,0.040880657732486725,3.999926799966488,17.433835500036366
206,0.0,264,0,0.56,3776,0,1,1,0,metric_ff,,0.042849596589803696,4.790426999970805,18.554307799960952
207,0.0,258,0,0.52,3776,0,1,1,0,metric_ff,,0.10678674280643463,4.315722800034564,17.746908299974166
208,0.0,253,0,0.52,3776,0,1,1,0,metric_ff,,0.06863085925579071,5.474260999995749,17.74653889995534
209,0.0,256,0,0.52,3776,0,1,1,0,metric_ff,,0.038182370364665985,4.098687199992128,17.728875000029802
210,0.0,255,0,0.48,3776,0,1,1,0,metric_ff,,0.02493690326809883,4.316868100024294,16.31080320000183
211,1.0,32,1,0.48,3808,0,1,1,0,metric_ff,,0.03650814667344093,5.172915900009684,7.799821499967948
212,0.0,258,0,0.44,3808,0,1,1,0,metric_ff,,0.14086587727069855,5.297142399998847,18.36057969997637
213,0.0,256,0,0.44,3808,0,1,1,0,metric_ff,,0.1212896853685379,4.740427999990061,18.208554100012407
214,1.0,248,1,0.44,4056,0,1,1,0,metric_ff,,0.0608956478536129,3.9575183000415564,17.635817500005942
215,0.0,257,0,0.4,4056,0,1,1,0,metric_ff,,0.10922640562057495,4.627496299974155,17.367444900039118
216,0.0,255,0,0.36,4056,0,1,1,0,metric_ff,,0.05705936253070831,4.487086300039664,17.591196800000034
217,0.0,253,0,0.32,4056,0,1,1,0,metric_ff,,0.03323368728160858,4.428687700012233,18.226419399958104
218,0.0,253,0,0.28,4056,0,1,1,0,metric_ff,,0.05813766270875931,4.808591700042598,18.5384461999638
219,0.0,261,0,0.28,4056,0,1,1,0,metric_ff,,0.05806386470794678,5.015045399952214,17.883839500020258
220,0.0,257,0,0.28,4056,0,1,1,0,metric_ff,,0.06862127780914307,4.660866599995643,18.242012200003956
221,0.0,256,0,0.28,4056,0,1,1,0,metric_ff,,0.053759291768074036,5.076123899954837,17.2484492000076
222,1.0,6,1,0.32,4062,1,1,0,1,metric_ff,,0.030876407399773598,5.577135100029409,7.054826000006869
223,0.0,254,0,0.28,4062,0,1,1,0,metric_ff,,0.04419901967048645,4.471522699983325,18.200810500013176
224,0.0,255,0,0.28,4062,0,1,1,0,metric_ff,,0.06601405888795853,5.063951999996789,18.675704599998426
225,0.0,253,0,0.24,4062,0,1,1,0,metric_ff,,0.01782943680882454,4.405293799994979,17.884177599975374
226,0.0,255,0,0.2,4062,0,1,1,0,metric_ff,,0.022007811814546585,5.190583000017796,18.886829100025352
227,1.0,79,1,0.2,4141,0,1,1,0,metric_ff,,0.052831683307886124,4.059697899967432,8.88395520002814
228,0.0,255,0,0.2,4141,0,1,1,0,metric_ff,,0.08824912458658218,4.712448399979621,18.3046685999725
229,0.0,254,0,0.16,4141,0,1,1,0,metric_ff,,0.09369359910488129,5.019055699987803,18.828373500029556
230,0.0,259,0,0.16,4141,0,1,1,0,metric_ff,,0.04265842214226723,4.463972900004592,18.236755700025242
231,0.0,252,0,0.16,4141,0,1,1,0,metric_ff,,0.09727521985769272,4.151179799984675,18.256562900030985
232,0.0,255,0,0.16,4141,0,1,1,0,metric_ff,,0.139754518866539,5.178932300012093,18.939687400008552
233,0.0,255,0,0.16,4141,0,1,1,0,metric_ff,,0.09671428799629211,4.82795399997849,17.467541999998502
234,0.0,255,0,0.16,4141,0,1,1,0,metric_ff,,0.04799535125494003,4.396050299983472,18.071115600003395
235,0.0,259,0,0.16,4141,0,1,1,0,metric_ff,,0.06514811515808105,4.303939200006425,18.06037630001083
236,0.0,257,0,0.12,4141,0,1,1,0,metric_ff,,0.04792993888258934,4.99547949997941,18.932106100022793
237,0.0,253,0,0.12,4141,0,1,1,0,metric_ff,,0.0633586049079895,4.730437599995639,18.731996999995317
238,0.0,254,0,0.12,4141,0,1,1,0,metric_ff,,0.06273625791072845,4.929609999991953,17.693680600030348
239,1.0,13,1,0.12,4154,0,1,1,0,metric_ff,,0.07249806821346283,5.015996999980416,6.976299699977972
240,1.0,5,1,0.16,4159,1,1,0,1,metric_ff,,0.03230857476592064,4.691667699953541,6.4008050999837
