episode,reward,steps,success,success_ma25,cumulative_solution_length,planner_used,planner_plan_found,planner_fallback_to_rl,planner_solved,planner_backend,planner_error,rl_loss,rl_batch_seconds,episode_duration_seconds
80,0.0,260,0,0.2,713,0,1,1,0,metric_ff,,6.89319222146878e-06,3.720258300018031,21.714698800002225
81,1.0,120,1,0.24,833,0,1,1,0,metric_ff,,1.7717260561767034e-05,4.179295600013575,11.732891499996185
82,1.0,133,1,0.24,966,0,1,1,0,metric_ff,,1.1609863577177748e-05,3.5426604000094812,12.641592900006799
83,0.0,251,0,0.24,966,0,1,1,0,metric_ff,,-0.003449114505201578,4.028722799994284,18.948426599992672
84,1.0,5,1,0.28,971,1,1,0,1,metric_ff,,1.8319100490771234e-05,3.7555160999763757,4.296518200018909
85,0.0,251,0,0.28,971,0,1,1,0,metric_ff,,5.152723133505788e-06,3.7686748999985866,18.693455400003586
86,0.0,255,0,0.28,971,0,1,1,0,metric_ff,,1.2501824130595196e-05,3.7906793000001926,19.09452159999637
87,0.0,254,0,0.24,971,0,1,1,0,metric_ff,,-9.976731234928593e-06,4.144428800005699,19.08325340002193
88,0.0,257,0,0.24,971,0,1,1,0,metric_ff,,1.1515375263115857e-05,4.012861299997894,20.623260899999877
89,0.0,253,0,0.2,971,0,1,1,0,metric_ff,,-0.002838608343154192,3.936961599974893,21.21294019999914
90,0.0,259,0,0.2,971,0,1,1,0,metric_ff,,1.3306162145454437e-05,3.804145400004927,19.86959509999724
91,0.0,252,0,0.2,971,0,1,1,0,metric_ff,,1.3653257155965548e-05,3.9829894000140484,19.70869679999305
92,0.0,265,0,0.16,971,0,1,1,0,metric_ff,,1.2086416063539218e-05,3.4769648000074085,19.50613210001029
93,0.0,258,0,0.16,971,0,1,1,0,metric_ff,,-0.0043517109006643295,3.922344199992949,19.542634099983843
94,0.0,258,0,0.16,971,0,1,1,0,metric_ff,,3.3170413189509418e-06,4.810910500003956,23.375963900005445
95,0.0,255,0,0.12,971,0,1,1,0,metric_ff,,-0.007656820584088564,4.099971399991773,20.436541800008854
96,1.0,137,1,0.16,1108,0,1,1,0,metric_ff,,3.48458547705377e-06,3.655909499997506,12.220144599996274
97,0.0,256,0,0.16,1108,0,1,1,0,metric_ff,,6.105275588197401e-06,3.673698200000217,19.126543799997307
98,0.0,252,0,0.16,1108,0,1,1,0,metric_ff,,-0.004700339864939451,3.3886167999880854,19.876099899993278
99,0.0,257,0,0.16,1108,0,1,1,0,metric_ff,,2.8862664294138085e-06,3.360600899992278,18.180632100004004
100,0.0,253,0,0.16,1108,0,1,1,0,metric_ff,,4.475507921597455e-06,3.2394291999808047,17.610832299978938
101,1.0,6,1,0.2,1114,1,1,0,1,metric_ff,,-0.005390846636146307,3.0264471999835223,3.5440824999823235
102,1.0,5,1,0.24,1119,1,1,0,1,metric_ff,,4.209399776300415e-06,3.2535079999943264,3.720356299978448
103,0.0,253,0,0.24,1119,0,1,1,0,metric_ff,,2.022269654844422e-05,3.4948542999918573,18.302397599996766
104,0.0,253,0,0.24,1119,0,1,1,0,metric_ff,,9.941972166416235e-06,3.8590650999976788,18.739388600020902
105,0.0,255,0,0.24,1119,0,1,1,0,metric_ff,,1.3911238056607544e-05,4.127301300002728,22.023641999985557
106,0.0,255,0,0.2,1119,0,1,1,0,metric_ff,,5.223495918471599e-06,3.995208399981493,20.181360699993093
107,0.0,255,0,0.16,1119,0,1,1,0,metric_ff,,1.1769484444812406e-05,4.098509200004628,21.468943199986825
108,0.0,252,0,0.16,1119,0,1,1,0,metric_ff,,-0.005787847097963095,4.791081000003032,21.897620400006417
109,0.0,255,0,0.12,1119,0,1,1,0,metric_ff,,1.1306013220746536e-05,4.162937599990983,20.362353199976496
110,1.0,5,1,0.16,1124,1,1,0,1,metric_ff,,-0.005503639113157988,4.445983800018439,5.103094100020826
111,0.0,256,0,0.16,1124,0,1,1,0,metric_ff,,-0.009170111268758774,4.331356400012737,22.744027699984144
112,0.0,256,0,0.16,1124,0,1,1,0,metric_ff,,-0.005340775474905968,4.491336299979594,19.88909280000371
113,1.0,5,1,0.2,1129,1,1,0,1,metric_ff,,-0.003962577320635319,3.9606805999937933,4.588330800004769
114,1.0,6,1,0.24,1135,1,1,0,1,metric_ff,,2.4353757908102125e-05,4.126142900000559,4.850123900017934
115,0.0,258,0,0.24,1135,0,1,1,0,metric_ff,,-0.0055430275388062,3.818330700014485,21.060132799990242
116,0.0,251,0,0.24,1135,0,0,0,0,none,RuntimeError: Metric-FF (WSL) timed out after 60s.,4.356093268143013e-05,4.341865299997153,21.378508400026476
117,0.0,255,0,0.24,1135,0,1,1,0,metric_ff,,-0.009078476577997208,4.230212700000266,19.814738099987153
118,0.0,256,0,0.24,1135,0,1,1,0,metric_ff,,-0.00034584084642119706,3.8794168999884278,20.370681900007185
119,1.0,5,1,0.28,1140,1,1,0,1,metric_ff,,0.0003036653797607869,3.8827151999867056,4.437549800000852
120,0.0,255,0,0.28,1140,0,1,1,0,metric_ff,,-0.00537833571434021,3.976543099997798,20.504921599989757
121,1.0,5,1,0.28,1145,1,1,0,1,metric_ff,,-0.0011448835721239448,3.7344836999836843,4.398880900000222
122,1.0,181,1,0.32,1326,0,1,1,0,metric_ff,,-0.010870952159166336,4.217882199998712,15.39586920000147
123,0.0,257,0,0.32,1326,0,1,1,0,metric_ff,,-0.000758468871936202,3.946812099980889,20.16389630001504
124,1.0,5,1,0.36,1331,1,1,0,1,metric_ff,,-0.001983010908588767,4.294503600016469,5.038063599989982
125,1.0,15,1,0.4,1346,0,1,1,0,metric_ff,,-0.0005925983423367143,3.63502509999671,4.711827899998752
126,1.0,210,1,0.4,1556,0,1,1,0,metric_ff,,-0.007445469032973051,4.196969699987676,15.902578100009123
127,0.0,252,0,0.36,1556,0,1,1,0,metric_ff,,1.0845918041013647e-05,4.204155199986417,18.16122369997902
128,0.0,253,0,0.36,1556,0,1,1,0,metric_ff,,-0.004489650018513203,4.115346899983706,19.570668400003342
129,0.0,255,0,0.36,1556,0,1,1,0,metric_ff,,-0.01847011409699917,3.7252536000160035,20.986177800019505
130,0.0,253,0,0.36,1556,0,1,1,0,metric_ff,,-0.0103805186226964,3.755396799999289,19.19630949999555
131,0.0,255,0,0.36,1556,0,1,1,0,metric_ff,,-0.002389115048572421,3.3178957999916747,18.784269199997652
132,0.0,253,0,0.36,1556,0,1,1,0,metric_ff,,-0.024173542857170105,4.514587500016205,20.269483300013235
133,0.0,257,0,0.36,1556,0,1,1,0,metric_ff,,-0.01720227301120758,4.045271700015292,18.809216800000286
134,0.0,256,0,0.36,1556,0,1,1,0,metric_ff,,-0.006097677629441023,3.8066509000200313,21.089423600002192
135,0.0,253,0,0.32,1556,0,1,1,0,metric_ff,,-0.0024303332902491093,3.7656674000027124,19.018923299998278
136,0.0,256,0,0.32,1556,0,1,1,0,metric_ff,,-0.0023669402580708265,3.8055896000005305,21.260029099998064
137,1.0,152,1,0.36,1708,0,1,1,0,metric_ff,,-0.009422441013157368,3.752033800003119,12.865636699978495
138,0.0,256,0,0.32,1708,0,1,1,0,metric_ff,,-0.00032475480111315846,3.8346953000000212,21.631845600000815
139,1.0,22,1,0.32,1730,0,1,1,0,metric_ff,,-0.004371102433651686,3.49081920000026,5.326619200001005
140,0.0,258,0,0.32,1730,0,1,1,0,metric_ff,,0.00026694440748542547,4.027904399990803,22.28284050000366
141,0.0,256,0,0.32,1730,0,1,1,0,metric_ff,,2.3209061055240454e-06,3.4563237999973353,19.393661300011445
142,0.0,255,0,0.32,1730,0,1,1,0,metric_ff,,-0.00032330851536244154,3.5046721000107937,18.98542870001984
143,1.0,5,1,0.36,1735,1,1,0,1,metric_ff,,-0.003640506649389863,3.5804240999859758,4.211916499974905
144,0.0,258,0,0.32,1735,0,1,1,0,metric_ff,,-0.000663871702272445,3.883583099988755,19.96811610000441
145,0.0,255,0,0.32,1735,0,1,1,0,metric_ff,,0.0001866887032520026,4.033506299980218,21.23483789997408
146,0.0,254,0,0.28,1735,0,0,0,0,none,RuntimeError: Metric-FF (WSL) timed out after 60s.,-0.004138488322496414,3.689757800020743,21.97173270001076
147,0.0,259,0,0.24,1735,0,0,0,0,none,RuntimeError: Metric-FF (WSL) timed out after 60s.,-0.002307400805875659,3.9533044999989215,22.029753299982985
148,1.0,168,1,0.28,1903,0,1,1,0,metric_ff,,0.0008931544725783169,3.611687800002983,14.573113799997373
149,0.0,254,0,0.24,1903,0,1,1,0,metric_ff,,-0.0029235195834189653,4.016904600022826,19.36255560000427
150,0.0,257,0,0.2,1903,0,1,1,0,metric_ff,,-0.005247212015092373,4.199552800011588,19.87746329998481
151,0.0,255,0,0.16,1903,0,1,1,0,metric_ff,,-0.0006149997934699059,4.312896699993871,20.26567459999933
152,0.0,258,0,0.16,1903,0,1,1,0,metric_ff,,0.002551190322265029,4.532703800010495,22.09608460002346
153,1.0,95,1,0.2,1998,0,1,1,0,metric_ff,,-0.026584260165691376,3.866552399995271,10.333879200014053
154,0.0,258,0,0.2,1998,0,1,1,0,metric_ff,,0.0004526900593191385,3.484903500007931,20.955982099985704
155,0.0,257,0,0.2,1998,0,1,1,0,metric_ff,,-0.007611472625285387,3.375430199987022,19.689149899990298
156,0.0,259,0,0.2,1998,0,1,1,0,metric_ff,,1.7673963156994432e-05,3.9651226999994833,21.410260800010292
157,1.0,198,1,0.24,2196,0,1,1,0,metric_ff,,0.00026129180332645774,4.187303199985763,15.32860450001317
158,0.0,257,0,0.24,2196,0,1,1,0,metric_ff,,-0.0012364968424662948,3.8907254000077955,19.9280613999872
159,0.0,252,0,0.24,2196,0,1,1,0,metric_ff,,-0.0056737563572824,3.4937006999971345,20.327535700023873
160,1.0,191,1,0.28,2387,0,1,1,0,metric_ff,,1.8782937331707217e-05,3.663805499993032,15.037795299984282
161,0.0,254,0,0.28,2387,0,1,1,0,metric_ff,,0.0007299266289919615,3.5913850000069942,20.41239690000657
162,0.0,253,0,0.24,2387,0,1,1,0,metric_ff,,2.722068302318803e-06,3.409592700016219,19.55275289999554
163,0.0,258,0,0.24,2387,0,1,1,0,metric_ff,,-0.004487693775445223,3.5083083999925293,20.087357599986717
164,1.0,149,1,0.24,2536,0,1,1,0,metric_ff,,-0.005408251658082008,3.585364899976412,13.708475099992938
165,0.0,252,0,0.24,2536,0,0,0,0,none,RuntimeError: Metric-FF (WSL) timed out after 60s.,-0.008103721775114536,3.6779553999949712,21.181987100018887
166,0.0,252,0,0.24,2536,0,1,1,0,metric_ff,,-0.000596342608332634,3.4014480000187177,18.766811300010886
167,0.0,259,0,0.24,2536,0,1,1,0,metric_ff,,0.0007231244817376137,3.277708800014807,19.51020879999851
168,1.0,5,1,0.24,2541,1,1,0,1,metric_ff,,8.862565300660208e-05,3.564149499987252,4.3762882000009995
169,0.0,258,0,0.24,2541,0,1,1,0,metric_ff,,0.0012944225454702973,3.9096342000120785,21.4799900999933
170,1.0,24,1,0.28,2565,0,1,1,0,metric_ff,,-0.0005593601963482797,3.4838061000045855,5.571035199973267
171,0.0,252,0,0.28,2565,0,1,1,0,metric_ff,,-0.002044935477897525,3.771604799985653,19.11233030000585
172,0.0,258,0,0.28,2565,0,1,1,0,metric_ff,,0.0008210785454139113,3.929692799982149,20.32433560001664
173,0.0,254,0,0.24,2565,0,1,1,0,metric_ff,,-0.024044273421168327,3.6397240000078455,20.054631400009384
174,0.0,257,0,0.24,2565,0,1,1,0,metric_ff,,-0.00012987152149435133,4.078890099975979,21.84994009998627
175,0.0,255,0,0.24,2565,0,1,1,0,metric_ff,,-0.011879004538059235,3.7075172000040766,21.274120699992636
176,1.0,70,1,0.28,2635,0,1,1,0,metric_ff,,0.00014334030856844038,3.6041325999831315,8.403122599993367
177,0.0,252,0,0.28,2635,0,1,1,0,metric_ff,,-0.005270288325846195,3.8226651000150014,21.38274659999297
178,0.0,259,0,0.24,2635,0,1,1,0,metric_ff,,-0.00569101981818676,3.738027699990198,19.400978099991335
179,1.0,5,1,0.28,2640,1,1,0,1,metric_ff,,-0.0072630918584764,3.6699948999739718,4.538765399978729
180,1.0,5,1,0.32,2645,1,1,0,1,metric_ff,,-0.00039448728784918785,3.8929347000084817,4.733827899995958
181,0.0,254,0,0.32,2645,0,1,1,0,metric_ff,,-0.008812655694782734,4.315119199978653,20.76108930000919
182,1.0,6,1,0.32,2651,1,1,0,1,metric_ff,,-0.01987309381365776,4.057342100015376,4.9089919999823906
183,0.0,251,0,0.32,2651,0,1,1,0,metric_ff,,0.0005818606587126851,3.9144108000036795,21.583914499991806
184,1.0,5,1,0.36,2656,1,1,0,1,metric_ff,,-0.002920575672760606,3.726441100006923,4.691275099990889
185,1.0,5,1,0.36,2661,1,1,0,1,metric_ff,,-0.002105694729834795,3.67116579998401,4.393294000008609
186,0.0,257,0,0.36,2661,0,1,1,0,metric_ff,,-0.003350983839482069,3.6258368999988306,19.512532600027043
187,0.0,253,0,0.36,2661,0,1,1,0,metric_ff,,-0.007172272074967623,4.112712800008012,20.938057999999728
188,0.0,256,0,0.36,2661,0,1,1,0,metric_ff,,0.0015235805185511708,3.7114330000185873,21.221581799996784
189,0.0,253,0,0.32,2661,0,1,1,0,metric_ff,,-0.0035960550885647535,3.9966355999931693,21.515876099991146
190,0.0,257,0,0.32,2661,0,1,1,0,metric_ff,,0.00019094411982223392,3.9260186000028625,19.716273099998944
191,1.0,6,1,0.36,2667,1,1,0,1,metric_ff,,3.1904228308121674e-06,3.7929587999824435,4.6527478999923915
192,0.0,254,0,0.36,2667,0,1,1,0,metric_ff,,0.0021124628838151693,3.5836109000083525,19.368164600018645
193,0.0,251,0,0.32,2667,0,1,1,0,metric_ff,,-0.0013434657594189048,3.7731687999912538,19.538148899999214
194,0.0,255,0,0.32,2667,0,1,1,0,metric_ff,,2.6028465072158724e-06,3.710957800009055,19.54123500001151
195,0.0,253,0,0.28,2667,0,1,1,0,metric_ff,,2.100991196130053e-06,3.6306087000120897,19.12885720000486
196,0.0,258,0,0.28,2667,0,1,1,0,metric_ff,,-0.00515400618314743,3.799678600014886,20.05514270000276
197,0.0,252,0,0.28,2667,0,1,1,0,metric_ff,,2.2194176381162833e-06,3.8039645999961067,20.91305750000174
198,0.0,256,0,0.28,2667,0,1,1,0,metric_ff,,0.0006254739128053188,3.7678722999989986,21.690268899983494
199,1.0,207,1,0.32,2874,0,1,1,0,metric_ff,,6.942578920643427e-07,3.5670196999853943,15.954246899986174
200,1.0,5,1,0.36,2879,1,1,0,1,metric_ff,,-0.0024896033573895693,3.7425046999996994,4.620134400000097
201,0.0,259,0,0.32,2879,0,1,1,0,metric_ff,,-0.0007733716047368944,3.3993511999724433,19.91576370000257
202,0.0,260,0,0.32,2879,0,1,1,0,metric_ff,,2.701262928894721e-06,3.2538613000069745,20.10471049998887
203,0.0,257,0,0.32,2879,0,0,0,0,none,RuntimeError: Metric-FF (WSL) timed out after 60s.,-0.0004364655469544232,4.163335699995514,21.96189730000333
204,0.0,255,0,0.28,2879,0,1,1,0,metric_ff,,5.962612021903624e-07,3.6305671999871265,22.098660899995593
205,0.0,256,0,0.24,2879,0,1,1,0,metric_ff,,1.204810473609541e-06,3.6890695999900345,18.94139130000258
206,0.0,254,0,0.24,2879,0,1,1,0,metric_ff,,-0.0061685978434979916,3.8682946000189986,21.23014620001777
207,0.0,254,0,0.2,2879,0,1,1,0,metric_ff,,-0.006402837112545967,3.535772300005192,19.641334199986886
208,0.0,253,0,0.2,2879,0,1,1,0,metric_ff,,8.028920092328917e-06,3.730207699991297,19.75106740000774
209,1.0,215,1,0.2,3094,0,1,1,0,metric_ff,,-0.006886262912303209,3.972948299982818,18.640565699985018
210,0.0,258,0,0.16,3094,0,1,1,0,metric_ff,,-0.00850683357566595,3.8640400000149384,22.150948599999538
211,0.0,255,0,0.16,3094,0,1,1,0,metric_ff,,-0.0066077993251383305,3.1873255999817047,18.64062200000626
212,0.0,256,0,0.16,3094,0,1,1,0,metric_ff,,-0.004012602847069502,3.799222000001464,21.69190959999105
213,0.0,260,0,0.16,3094,0,1,1,0,metric_ff,,-0.0023288880474865437,3.815265300014289,18.715358099987498
214,0.0,256,0,0.16,3094,0,1,1,0,metric_ff,,-0.0020029961597174406,3.668318999989424,19.7924142999982
215,1.0,6,1,0.2,3100,1,1,0,1,metric_ff,,2.547556141507812e-05,3.7530385999998543,4.713483300001826
216,1.0,172,1,0.2,3272,0,1,1,0,metric_ff,,0.0004813630075659603,3.9514986000140198,15.668507299997145
217,0.0,252,0,0.2,3272,0,1,1,0,metric_ff,,-0.008289211429655552,3.7440714000258595,21.316107899998315
218,0.0,255,0,0.2,3272,0,1,1,0,metric_ff,,-0.01619439385831356,3.8523737999785226,19.82306989998324
219,0.0,257,0,0.2,3272,0,1,1,0,metric_ff,,-0.0011087912134826183,3.7215835000097286,21.670383499993477
220,0.0,258,0,0.2,3272,0,1,1,0,metric_ff,,0.0014420002698898315,3.324046299996553,20.50945650000358
221,1.0,47,1,0.24,3319,0,1,1,0,metric_ff,,-5.802964005852118e-05,3.5938586999836843,7.088203799998155
222,1.0,6,1,0.28,3325,1,1,0,1,metric_ff,,-0.007978251203894615,3.818970200023614,4.860341999999946
223,1.0,9,1,0.32,3334,0,1,1,0,metric_ff,,-0.0006719850935041904,3.64900029997807,4.835824100009631
224,1.0,6,1,0.32,3340,1,1,0,1,metric_ff,,-0.0016676565865054727,3.84606260000146,4.886806499998784
225,1.0,5,1,0.32,3345,1,1,0,1,metric_ff,,-0.00516456039622426,3.505608500010567,4.451088400004664
226,0.0,253,0,0.32,3345,0,1,1,0,metric_ff,,7.472691777365981e-06,3.4342995999904815,21.02114279998932
227,0.0,256,0,0.32,3345,0,1,1,0,metric_ff,,-0.0017402457306161523,3.5270940999907907,21.38367159999325
228,0.0,255,0,0.32,3345,0,1,1,0,metric_ff,,-0.01947229541838169,3.731845300004352,20.245551300002262
229,0.0,252,0,0.32,3345,0,1,1,0,metric_ff,,1.5095805792952888e-05,3.817783700011205,21.073764500004472
230,0.0,260,0,0.32,3345,0,1,1,0,metric_ff,,0.0011947924504056573,3.448574899986852,20.88247229999979
